city_ID_i,pop_i,unemp_i,pcinc_i,div_i,dem_i,lat_i,longt_i,cm_i,mc_i,co_i
659962,68747,0.08345007,31488,0.485768025,0.544412707,34.051642,-117.170862,1,0,0
660018,66748,0.04863373,50291,0.417577975,0.544412707,33.856817,-118.377137,1,0,0
660620,103701,0.123458687,24847,0.736120549,0.544412707,37.952974,-122.359353,1,0,0
662000,303871,0.105678115,22665,0.594055388,0.544412707,33.938143,-117.393168,1,0,0
662364,56974,0.067531743,34201,0.306284883,0.544412707,38.808041,-121.250365,1,0,0
662896,53764,0.082787278,17749,0.557962522,0.544412707,34.06888,-118.08268,1,0,0
664000,466488,0.113940723,25427,0.69891506,0.544412707,38.566592,-121.468632,1,0,0
664224,150441,0.112870483,18474,0.588505517,0.544412707,36.690182,-121.633714,1,0,0
665000,209924,0.13035235,15616,0.654489007,0.842855222,34.139261,-117.295317,0,1,0
665028,41114,0.067092515,33496,0.636304578,0.548921777,37.625415,-122.431385,1,0,0
665084,63522,0.061865995,45864,0.251409481,0.548921777,33.449144,-117.613119,1,0,0
667000,805235,0.071410819,45478,0.635074519,0.492315584,37.727239,-123.032229,0,1,0
667112,44199,0.168956205,18154,0.57086057,0.492315584,33.795122,-116.991957,1,0,0
668000,945942,0.086540761,33233,0.667817651,0.492315584,37.296867,-121.819306,1,0,0
668028,34593,0.057610896,41632,0.370252608,0.738971859,33.500581,-117.654433,1,0,0
668084,84950,0.093327931,27831,0.715146354,0.738971859,37.704625,-122.161607,1,0,0
668154,45119,0.085314126,26204,0.27620666,0.738971859,35.26848,-120.669756,1,0,0
668196,83781,0.079096963,26091,0.529068164,0.738971859,33.133893,-117.169367,1,0,0
668294,29139,0.127119852,17286,0.720156742,0.738971859,37.962725,-122.342455,1,0,0
668364,57713,0.06039551,41968,0.457769237,0.738971859,37.981003,-122.50693,1,0,0
669000,324528,0.092564379,16613,0.611030985,0.738971859,33.736478,-117.882593,1,0,0
670042,29321,0.130096232,19552,0.486798429,0.738971859,34.352456,-119.068684,1,0,0
670098,167815,0.092048983,29794,0.454858335,0.738971859,38.446816,-122.706136,1,0,0
670742,33025,0.083796878,21961,0.65086406,0.591200913,36.625114,-121.823565,1,0,0
670770,7379,0.053982726,32368,0.214797633,0.714070926,38.399986,-122.827716,1,0,0
670882,23219,0.100710324,15416,0.555452991,0.714070926,36.574314,-119.615584,1,0,0
671806,10917,0.070202278,51429,0.312783419,0.714070926,34.168771,-118.050216,1,0,0
671876,11016,0.114868982,36509,0.708991038,0.714070926,33.803448,-118.168135,1,0,0
672016,124237,0.055783624,35159,0.405833864,0.714070926,34.266887,-118.748458,1,0,0
672506,12867,0.076068376,54097,0.253874746,0.714070926,32.991497,-117.258042,1,0,0
672520,25738,0.128391608,10118,0.624301559,0.714070926,36.437023,-121.31454,1,0,0
672646,10648,0.064952131,39730,0.237295544,0.714070926,38.290337,-122.459838,1,0,0
673220,25619,0.060914761,48108,0.594430264,0.714070926,34.108957,-118.156615,1,0,0
673262,63632,0.057882756,31163,0.66813343,0.747750032,37.655104,-122.376234,1,0,0
677000,140081,0.065903522,43828,0.626263328,0.625541399,37.385784,-122.026323,1,0,0
678666,8962,0.056296692,96490,0.217257013,0.625541399,37.887166,-122.458291,1,0,0
680238,82922,0.110461175,26956,0.636641653,0.702393099,37.724597,-121.445538,1,0,0
680644,59278,0.097889848,17734,0.523871742,0.702393099,36.197436,-119.337407,1,0,0
680854,75540,0.078577377,32949,0.623087615,0.702393099,33.73085,-117.810735,1,0,0
680994,25048,0.139397353,20693,0.459026108,0.702393099,34.148313,-116.065526,1,0,0
681344,73732,0.099753086,29694,0.525424262,0.702393099,34.117446,-117.659918,1,0,0
681666,115942,0.120119565,26575,0.741862281,0.48727175,38.107911,-122.26388,1,0,0
682954,124442,0.084441477,23458,0.510766973,0.48727175,36.327154,-119.323409,1,0,0
682996,93834,0.088416128,21645,0.520313045,0.48727175,33.189542,-117.238607,1,0,0
683332,29172,0.047513292,33596,0.527704895,0.418290039,34.037195,-117.855606,1,0,0
683346,64173,0.05188386,51307,0.360066402,0.418290039,37.902666,-122.040479,1,0,0
683668,51199,0.110372064,16227,0.547245459,0.418290039,36.919608,-121.77025,1,0,0
684200,106098,0.087723511,25303,0.680765041,0.418290039,34.055941,-117.909937,1,0,0
685922,26801,0.058912933,29349,0.413304629,0.537734431,38.542099,-122.808613,1,0,0
686328,55468,0.08871113,25616,0.52269976,0.537734431,38.671167,-121.750033,1,0,0
686832,64234,0.045036219,49400,0.405270792,0.537734431,33.886956,-117.77259,1,0,0
687056,20700,0.077874818,23594,0.291943733,0.660543695,34.123089,-116.421481,1,0,0
803455,106433,0.07319985,31159,0.188478511,0.534852784,39.80974,-105.10662,1,0,0
804000,325078,0.077339263,23862,0.570058049,0.534852784,39.688002,-104.68974,1,0,0
807850,97385,0.070343194,35830,0.219710985,0.533317383,40.027443,-105.25174,1,0,0
808675,33352,0.060791047,23771,0.366453048,0.533317383,39.968504,-104.795108,1,0,0
812415,48231,0.061016667,34089,0.172717369,0.70013133,39.376073,-104.853442,1,0,0
816000,416427,0.076134388,28402,0.36205847,0.70013133,38.867255,-104.760749,1,0,0
816495,45913,0.069624954,22112,0.463585495,0.26682709,39.883473,-104.791893,1,0,0
819850,8915,0.069544924,19424,0.299194442,0.364844077,38.760011,-108.077844,1,0,0
822035,16887,0.061059249,28925,0.266336751,0.361987296,37.275673,-107.867577,1,0,0
